id,absrate1,nsusp1,mobility1,q1mpa1,q2mpa1,q3mpa1,q4mpa1,absrate2,nsusp2,mobility2,q1mpa2,q2mpa2,q3mpa2,q4mpa2,absrate3,nsusp3,mobility3,q1mpa3,q2mpa3,q3mpa3,q4mpa3,absrate4,nsusp4,mobility4,q1mpa4,q2mpa4,q3mpa4,q4mpa4,absrate5,nsusp5,mobility5,q1mpa5,q2mpa5,q3mpa5,q4mpa5,absrate6,nsusp6,mobility6,q1mpa6,q2mpa6,q3mpa6,q4mpa6,absrate7,nsusp7,mobility7,q1mpa7,q2mpa7,q3mpa7,q4mpa7,nograd
Lilly,3.350222129,0.13563034,0.551943703,2.08412795,2.774457451,2.780995434,2.887165274,2.127972666,0.138175448,0.580800647,1.855570285,2.853165125,2.308549082,2.837649894,5.359761996,0.006738827,0.639730558,2.218717768,2.078102115,2.68064732,2.376715684,4.578144491,0.45125718,0.645852311,2.323548331,2.299251485,2.377794237,1.845976469,5.900255823,0.164680635,0.974567232,2.444738661,2.704967641,1.768073533,1.680484018,-0.93586081,-0.132610247,1.308553686,2.049266821,1.568259764,3.289750373,3.588995486,13.81927567,0.108114701,1.622015966,2.896973513,2.38270311,3.354567854,3.32090686,0
Lily,3.03063095,0.415682361,-0.054681842,2.982044734,3.462090221,3.210270156,3.219463054,0.795155554,0.24974499,-0.008747401,3.446293057,3.313144658,3.751368532,3.436881115,2.426182037,-0.353461293,0.293743828,2.887143693,3.321451171,3.708846789,3.423986892,1.347099982,-0.249474298,0.375359251,3.702298119,3.325123887,3.915206579,3.68276047,4.082636295,-0.051775145,0.535933415,3.497348505,3.116200968,2.135490433,2.790520854,-0.697621684,-0.063106267,0.459925359,2.3900913,2.736500324,2.915593385,3.952727388,-10.15980659,0.047892186,0.413893873,2.780330033,2.483438676,2.516551971,3.135873858,0
Lina,14.18911965,0.460959699,-1.075856658,2.290318528,2.477077827,3.044500062,2.706597309,10.57277175,0.234853153,-1.241383913,3.874358187,3.162016149,3.095740461,2.646734526,6.883808455,0.386758787,-1.057009149,2.524830648,3.174286985,3.651544908,3.250881036,6.699196811,0.198599951,-1.15871176,2.823388807,2.475023534,2.397737428,2.53809568,4.254666069,0.144047826,-1.214828391,2.929427834,2.15919963,3.123894581,3.971799149,13.22647268,-0.299438133,-1.200668101,2.497862609,2.793456791,2.429577974,2.728734405,2.111705917,0.059055009,-0.897671016,2.243703521,1.73871614,2.762477816,1.870006644,0
Linda,6.193556924,0.416952878,0.306537777,3.991429147,4.080768467,3.959725423,4.166243803,3.129889956,0.115313267,0.712564423,5.353506283,4.5837972,4.100475425,3.468273771,1.613319766,-0.027977207,0.424679801,3.310859314,3.863703978,3.085394097,3.227822669,-0.929917035,-0.23160011,0.886782565,3.821250655,3.883467386,3.454836839,3.54416681,1.638473401,0.368774364,1.147190791,4.402769889,2.677182487,3.172884541,3.707556836,11.6536986,-0.044761669,1.465353388,2.997518414,2.54248201,2.356338669,2.896169984,19.14435413,-0.112860331,1.773256073,3.289990256,3.134848301,3.297125602,3.144824561,0
Linnie,1.29090602,-0.202770448,-0.246717915,3.731416674,3.448311169,3.837254318,4.046352645,4.708024673,-0.339107153,-0.327110114,3.441998058,3.834822811,3.466321191,3.263602012,5.34151547,0.091741637,-0.357932942,3.054967521,3.191980399,2.443912132,2.828281745,-0.239247591,0.179719918,-0.724893581,3.423640225,3.11677689,3.294283226,3.432886915,8.585955119,-0.031367074,-0.79155366,3.751211875,3.466278386,3.918662208,3.317432639,4.172514308,-0.349841593,-0.834847173,3.820740182,3.2792454,3.146608224,2.931916684,12.68548361,0.148838355,-1.121446718,3.406701813,2.644066729,2.493197568,2.723966738,0
Lissie,6.102892449,0.331139292,0.114404801,3.031132462,2.683441426,3.089226919,2.964358902,2.043984657,0.424513541,-0.20641947,2.326181855,1.977251685,2.124003397,3.130260909,3.42191535,0.600764263,-0.168291301,3.981290066,4.008041152,3.825759178,3.517189861,4.860264723,0.50108186,-0.168146973,2.545702195,2.565512748,3.055060658,3.474198763,5.959264164,0.492326781,-0.3884225,2.963973657,2.997289404,3.31718126,3.752703256,18.3609698,0.334341806,-0.071711645,2.934178003,2.891283279,2.736526147,2.711288077,17.61742227,0.162416189,-0.027370765,3.26621658,3.342658088,3.218510251,1.783137318,0
Littie,5.599707356,-0.066826588,2.389545747,3.579111149,3.498876429,3.515140753,2.970000467,4.318739718,-0.047940675,2.429546463,3.163583017,3.190716063,3.485950715,3.174125656,6.976446014,0.192973293,2.283452742,2.991544982,2.763968168,2.481811332,2.590525818,6.520731187,0.162430164,2.352790923,2.678955939,2.961857579,3.732069491,3.807260111,3.578173477,-0.321477243,2.391753032,3.62673298,3.463957306,3.633952882,3.271585774,2.258121292,0.465015636,2.470533251,3.233894343,3.810361528,3.923567115,4.099349377,4.72956402,-0.133065855,2.29522108,4.105559066,3.648271967,3.142569255,3.814654487,0
Liza,7.764034697,0.267977849,1.662490967,2.430117112,2.438766024,2.131765466,2.429163157,7.489284861,0.530828503,1.703185885,3.153443393,2.981374054,2.554236243,2.151049177,3.781909522,0.222845274,2.004672056,2.481795595,2.799959244,2.413636606,2.555570808,3.506742097,-0.048117314,2.311189516,1.735014116,2.023044687,2.396384379,2.83850398,9.345880588,-0.055174645,2.373691897,2.836119149,2.473303969,2.21504134,2.176679753,13.29882894,0.098330786,2.701544272,1.961146487,1.666388112,2.484998373,3.022149196,11.05074512,0.245652142,2.904599686,2.266822151,2.025424363,1.919189324,1.417669579,0
Lizzie,3.194178343,-0.088592504,0.026108681,2.817340473,3.712715577,3.060515713,3.186748635,3.213749934,-0.428690506,0.217528412,2.156793097,2.489728641,2.934795634,2.851100044,4.372199594,-0.220675348,0.387551327,3.497451796,3.630703619,2.883733737,3.242868148,2.967445326,0.049896087,0.006010821,2.462673076,2.652647694,2.548785566,3.274780481,-3.622170284,-0.511616763,0.245974821,3.747484154,3.326478838,3.905604455,3.810731912,0.795288346,-0.315970997,0.344672234,3.250593646,3.245829859,3.220380291,3.753681134,2.993957397,-0.190402956,0.316752694,4.157078746,3.275753823,2.63581357,2.482452855,0
Lois,2.171263224,0.559374403,0.338139428,3.809463482,3.794538204,3.845256088,3.778694909,0.42220717,-0.412966817,0.332226198,3.758776353,4.058912141,4.169292365,3.324701493,1.547849388,0.00289982,0.303757721,3.557338716,3.668210935,3.081952688,3.220648392,-2.271309907,0.06937764,0.496375251,3.715229953,4.035764645,3.41214535,3.395884683,-0.392168596,-0.177139481,0.509059906,3.210524288,3.718189777,3.387210434,3.574788536,-0.553437472,-0.009731815,0.685232839,3.452115713,4.124652217,3.563356457,4.038642879,3.584872241,-0.248138077,0.896656236,2.91905921,2.657520575,2.884419069,4.144739227,0
Lola,5.375007602,0.320019054,0.23988987,1.386073418,1.673538722,1.680284482,1.295684722,4.474606632,0.396742152,0.419868612,2.424437492,1.819226417,2.379540916,2.060289844,0.979796758,0.416777368,0.162939833,2.461432511,1.864044149,1.830569602,1.451632886,3.833046847,0.264817795,0.394622779,1.726308325,1.25932527,1.64332645,1.126440842,7.928505863,0.053372773,0.578153053,0.984248035,0.675576037,0.50389936,0.510451568,9.927623017,0.075325853,0.64954759,1.47325069,0.798947681,0.670555887,0.383345662,12.83862692,0.355086692,0.691601489,1.634391497,1.020631036,-0.110457592,1.254723491,0
Lollie,11.95587981,-0.21257164,0.491743722,2.926310152,2.398986007,2.075595504,2.36494917,8.681605873,0.112522596,0.420781303,2.445994073,1.706160264,2.450774778,2.106561246,13.14387056,-0.102416894,0.874259465,2.322068724,1.760648338,2.22515767,2.049280157,5.736628477,-0.147133571,0.933108568,2.758265621,2.652406933,2.759721987,2.33710723,5.503859616,0.263368277,0.971103004,2.473180349,1.789589433,2.60936708,3.27184635,1.72424016,-0.180869299,1.527884393,2.154420721,2.153686539,3.289458949,2.398262897,0.339267151,-0.141245843,1.722653871,3.773610444,2.97199642,2.303647754,2.214533543,0
Loma,10.40330796,0.34476986,2.805070339,1.525420787,2.009338473,1.740947272,1.256282679,13.10299969,0.292575221,3.067317159,0.997981591,1.225145754,1.36688974,1.711833972,9.224956481,-0.09547606,3.423583107,1.412171477,1.398162995,2.098471835,2.009486362,5.10772169,0.084252694,3.544104749,1.515601526,1.707582855,1.934434372,2.278763806,7.118441989,0.245347733,3.653306673,1.951732817,1.574722963,1.456285442,1.496271754,18.93179938,0.196556953,3.638376364,1.689327234,1.47573102,1.531918626,1.105293808,35.02188845,0.247220366,3.733986857,2.134230952,1.568446827,0.825494486,0.659879385,1
Lona,8.639959187,0.186756401,0.646079197,2.440049637,2.077621146,2.628951314,2.876024316,8.138240046,-0.527198477,0.768859622,3.302041999,2.643990847,2.790610103,2.61841804,-4.540464202,0.155461212,0.545644181,2.358080727,2.31119293,2.753574441,2.630340758,2.3922942,0.378708982,0.44193325,2.622609748,3.046523138,3.271455565,3.663652138,-0.18632833,0.418884874,0.274620836,3.155104975,2.899837102,3.194184855,3.425507782,15.95233805,0.011842795,-0.095692036,2.302651812,1.638924991,1.749362966,1.968555493,11.3538023,0.245449417,-0.312442317,2.148194815,2.48730025,2.774400099,1.675324183,0
Lonie,-4.148962714,0.11970183,0.281469828,3.616646381,3.772797268,3.354381407,3.468504564,-3.252401351,0.641000808,0.087004876,3.294630812,2.618165855,3.003263939,3.546320692,-7.200827776,-0.146118122,-0.229586505,3.79254341,4.010768412,4.007006788,3.594678251,-3.833550458,-0.133289664,-0.450340536,4.322072169,3.759397094,4.172125525,4.265607233,-3.04936489,0.318406478,-0.01446664,4.3862028,4.077964273,3.994888726,4.358061526,-8.543146865,0.265089302,0.478701066,3.520648775,3.580357976,4.064022995,3.561899748,-4.437806929,0.011459571,0.590592322,4.392162109,4.452963708,4.675047585,3.757071335,0
Lonnie,-3.75380654,0.284341702,-0.502065732,5.720371842,5.988657029,5.245857966,5.366416017,-0.795799288,-0.039322254,-0.449183866,5.19006701,5.896846191,5.479532598,5.447592686,-3.315987333,-0.386401401,-0.916955844,5.267622827,4.916906009,5.245718013,4.998314722,-2.661872993,-0.110026515,-0.870753726,5.20253304,5.395450534,4.971325452,4.355569673,-9.125380738,-0.15022034,-0.85915066,4.929048471,4.824730896,5.117653638,5.290299342,-16.17306221,-0.122933208,-1.306868005,4.996771558,6.14618124,6.56583461,6.128352831,-7.335272019,-0.295310846,-1.698809046,4.991044782,5.322525626,5.058649519,4.956749269,0
Lora,-1.548045932,-0.08466632,-0.072159271,3.727683236,3.258070936,2.940363242,2.875641161,1.279335957,-0.715127706,-0.493834501,2.85858719,2.353951257,2.905683426,2.664907584,0.203355655,-0.257662827,-0.638161697,3.394568019,3.74254667,3.699040628,3.268398522,0.954170663,0.095173517,-0.805851256,4.146237472,3.712165262,3.640128084,3.495827333,3.156678269,-0.019556972,-0.819609595,2.932606546,2.739795822,2.772645368,2.492770176,1.398278245,0.157916128,-0.605979628,2.774416053,2.994518462,2.788140705,2.946833969,-23.44261794,-0.203352815,-0.400557553,3.352533544,3.236091112,3.788875406,3.598936239,0
Lorena,10.70040691,-0.053347909,-0.444734984,2.562171491,2.615704504,2.43021209,2.830002447,3.710612798,-0.164820031,-0.593362494,2.686349531,3.165632334,3.524646655,2.622894189,3.765492547,0.113491849,-0.5308067,2.697601759,2.66399596,2.236847207,2.326603507,-0.996371272,-0.045445172,-0.622592588,1.760570768,2.040387445,2.708935497,2.344547559,10.28947056,0.312732611,-0.785698098,1.816586503,1.537082653,2.260058747,2.230178224,11.97662377,0.108501554,-0.569828381,2.618064318,3.15810208,3.189416395,3.592850974,8.052965902,-0.072955971,-0.570692002,2.772682985,3.870850915,2.054994541,2.07612315,0
Loretta,-5.471614886,0.74795768,0.657278067,3.719888931,3.436194875,3.315881388,3.678856939,-5.097950179,0.083112377,0.854490554,2.40128275,2.919682432,3.530657925,2.913029025,1.404964944,0.100909848,0.590675852,3.198555545,2.927273644,2.953228077,3.026034935,-2.345956689,0.338698169,-0.165985575,3.635396273,2.599648726,3.518252553,3.13491351,-2.96165474,0.194660384,0.072183014,2.742440892,2.414231134,2.535416439,2.60537804,-1.782041791,0.299584218,-0.055898944,3.13724392,2.992679333,3.202217132,2.53485735,-4.595479997,0.231930074,-0.002414722,2.401419181,3.101483296,3.249050805,2.821607405,0
Lota,8.034071046,0.310668448,0.972158259,1.568001855,1.404508877,1.161860853,1.994293815,8.902216215,0.177569216,1.127423606,1.604808427,1.633091523,1.476936394,1.47407211,2.765957099,-0.010020753,1.114744468,1.367671595,1.662630072,2.099750858,1.892343287,5.31583723,-0.117114442,0.964189944,1.148338307,1.548687895,1.508219046,1.390097472,7.464030046,0.542455021,1.1568096,1.752461321,1.841232799,1.790476456,1.828344022,12.13856959,-0.104919692,1.138516761,0.831931319,0.931721304,1.293174856,1.327926801,17.1667258,0.333197842,1.152763108,2.141611364,1.514801313,1.62501286,1.482105743,0
Lotta,2.31821266,0.157919415,2.072907591,2.197693256,2.7246172,2.049733942,2.646668175,-1.806101725,0.349164893,2.316273293,2.380368599,2.685218771,3.009497002,3.267831908,-1.294855493,0.362301102,2.076425746,2.5506866,2.667624848,3.228665628,2.52147187,-3.110281284,0.192072517,2.443877249,2.874776772,2.321119332,2.80669957,2.651569826,-5.858158425,-0.019439679,2.203217304,1.995770941,1.397795059,2.031920971,1.929754448,3.187074439,-0.067402731,2.439152917,2.548076457,2.507847294,2.948685035,2.844311816,11.25536531,0.050362448,2.521931417,3.346310937,3.125155044,2.639152044,3.108605063,0
Lottie,4.456763158,0.059360042,1.074334716,2.031020838,2.151214217,2.347750413,2.128421897,-0.219616298,-0.535007886,1.541071762,2.119936397,2.079533094,2.085874293,2.270237031,-0.999093993,-0.074801385,1.467495277,2.431913711,2.673920319,2.643733821,2.610606565,3.040233521,-0.083783287,1.839951436,2.451765911,2.419531487,2.981247782,2.733942175,-4.866299758,0.09166942,1.932727746,2.600614736,3.169617072,3.200610348,3.198570397,-2.491930099,0.24978367,1.789136194,3.280392352,2.807969952,2.640411066,2.998634719,0.244984258,-0.065880738,1.600205019,3.018283525,3.297246553,2.166950181,2.199526961,0
Lou,2.074374662,0.402290679,1.573291142,2.892612212,2.828026999,3.174470576,2.843927494,-1.137859085,0.275159698,1.7225548,3.035050668,3.324032397,3.087364957,3.395742808,-4.737715953,0.216794563,1.871399394,3.293104459,3.714895562,3.277957022,2.49649388,0.259883661,0.374019016,1.943496206,3.22404046,2.135578874,2.809615484,3.222483808,4.281126041,0.201040922,1.976970385,2.816984928,2.847900866,2.777310505,3.216686227,-0.162020125,0.004150866,2.477751613,2.991579524,3.298538219,3.14588778,3.075875003,-2.776017466,0.506156613,2.800449189,3.165865927,3.380189818,3.613856335,2.999427791,0
Louanna,1.15875273,-0.567320143,0.539689189,2.467660138,2.266972961,2.590482474,2.891578079,-3.120582116,0.374648547,1.025574521,2.280394347,2.397685335,2.541838064,2.023149604,-1.260442213,0.337508192,1.183699921,2.6160966,2.186974927,2.432728289,2.32856624,-0.179266107,0.115064659,1.453199096,2.388008981,1.510978331,2.076924877,1.832619454,3.286367793,0.014291537,1.697017166,2.175446083,2.075278284,2.328380853,2.15007443,8.204186294,-0.042805837,1.547584372,2.373324778,1.690032345,1.942036048,1.775742793,5.859496928,-0.096364563,1.800638989,2.136585081,2.158009459,2.434320358,2.256402091,0
Louella,-0.647210823,-0.108807137,0.382071143,4.059255039,4.051685913,3.971351401,4.396817924,-0.950606606,-0.438219239,0.480218604,3.749753203,3.589729174,4.058445425,4.161246255,0.890185175,-0.439571379,0.041444072,4.217400578,3.82365491,4.244601296,3.872474891,-7.803264614,-0.677204432,0.140748008,3.896939527,3.308332038,4.794240889,3.866642034,-7.064815484,-0.08776156,0.231270644,4.246082122,3.534707485,4.017011893,4.282874923,-8.659643968,-0.656270639,0.123609658,3.704151578,3.500113158,3.746147893,3.590760344,-9.408040735,0.041570011,0.241538631,3.945372097,3.338506282,2.959259256,2.556249304,0
Louie,-0.854116325,-0.12733053,0.765954049,3.969178229,3.400072419,3.641836607,4.212785754,2.620734707,-0.285592215,1.069587393,4.522457904,4.223073687,3.921649077,3.963395441,6.963527608,0.014197653,0.987766418,3.914662235,3.644573958,3.999475709,3.7558434,0.591920028,-0.126346104,1.420491483,4.15763789,5.176980817,4.123167875,4.520197108,-1.264864298,-0.253750813,1.351558041,3.56058629,3.681765611,4.419834821,4.635561036,-2.599378325,0.09012446,0.954579092,3.795992523,4.243239622,3.99351298,4.15560829,0.83523886,-0.272215082,0.685572967,5.220040536,5.206815987,5.091048338,4.655016493,0
Louis,9.080547198,0.117710875,0.596885323,3.570282813,3.436080981,3.961244796,3.142095179,10.98468038,0.343448283,0.62363655,2.36747056,2.100399709,2.684287764,2.885568384,9.529408807,0.176165644,0.426243063,3.803140648,3.26763803,3.695575113,3.63703601,6.196216742,-0.205448321,0.726892929,3.572127557,3.497821014,3.886370141,3.669020376,2.72990869,-0.120109595,0.497767242,4.007190438,3.974936232,4.719372366,4.180755215,1.899053773,-0.113743706,0.873116931,3.892500383,4.155583821,3.606878912,3.564108976,8.466710064,0.118933729,1.026910956,3.256150561,3.260430658,2.856813475,3.415235878,0
Louisa,4.938859048,-0.285290891,1.802661043,4.058370429,4.09836507,4.15877111,4.421804325,3.588099182,0.010135055,2.086319259,3.502034782,3.321585238,4.354670853,3.678743556,3.870726163,-0.360067247,2.063681821,3.789029881,4.020569699,4.119722468,4.449543444,4.71343143,-0.020778655,2.293247299,3.928930055,3.660303032,3.698715887,3.906619942,5.733248337,-0.125636287,2.601976011,3.730302891,3.600333608,3.739800531,3.260434987,3.012719745,-0.257117266,2.640312928,2.826946638,2.585644362,3.573228086,3.545367328,13.73082627,-0.236937976,2.926627348,3.421103775,3.174120835,2.863239827,3.320759316,0
Louise,-3.196003387,0.604633052,0.582266442,2.149237424,1.857465189,1.869506194,1.845254201,-1.392115615,0.506686008,0.352018936,2.546848498,2.682995397,2.052082265,2.620837484,2.258063136,0.407550797,0.73645739,1.882058035,2.079132135,2.325545792,2.907364172,4.8219323,-0.126393724,0.908649347,1.879228367,1.45063494,1.223104832,1.886118689,5.304018719,0.43298357,0.908382603,1.30183967,1.0040203,1.768968605,1.722431408,18.56353666,0.390287156,1.36821199,1.840655312,1.496057485,1.983851442,2.162699357,6.502085491,-0.132821054,1.325755372,2.052520748,2.2559706,2.404936365,2.362135271,1
Loula,-1.599483188,0.501979746,0.356321493,3.562245268,3.404328516,3.269609861,3.339208034,2.437721412,0.35165961,0.282821475,4.089719294,3.446216642,3.671950833,3.508396966,5.893429157,0.797404372,0.180087946,3.936988225,3.482776533,3.346177216,3.222831231,-0.091325804,0.208057045,-0.17661706,2.97904898,3.146131221,2.657721823,2.607105281,2.636532898,0.422667615,0.091197696,2.717524038,2.451393133,2.861233827,2.364405285,10.25464664,0.206796618,0.396172768,2.961612677,1.776433168,2.497088627,2.574260556,8.595422963,-0.282466184,0.141996419,3.113670117,3.045474434,2.930702736,2.637766617,0
Louvenia,8.008327829,0.018871102,-0.455306847,2.854020023,2.860065995,2.994739127,2.78623297,8.241749322,0.038778338,-0.296726094,2.929248663,2.754885119,2.681357838,3.024745523,11.25445503,0.07566392,-0.257950007,3.733873242,2.833243826,2.847659233,2.804610181,4.939239696,0.408454842,-0.091439796,2.879664661,2.93661181,2.786189582,3.145113779,7.761291422,0.36868598,0.148506289,3.151289963,3.225835853,2.601527772,3.023772076,9.944826417,0.241555242,0.116009468,1.699880573,2.280656266,2.942428594,3.148374146,15.18690393,-0.259357579,0.201273886,2.832664758,2.899806783,2.998563025,2.547431447,0
Lovie,-0.744316297,-0.320419055,-0.384217052,4.129433579,4.269558293,4.181336879,4.266495046,-2.156127724,-0.253712993,-0.822704174,3.314393937,3.897578365,4.274105843,3.980729858,-3.348278847,-0.390441566,-1.270596987,4.570587754,4.398671729,4.174960962,4.002061273,-3.614060591,-0.261335188,-1.753975155,3.322041975,3.274461474,3.724023017,3.518412566,-3.929178237,-0.342383153,-1.551012919,3.145916539,3.02876663,3.767822916,3.866553996,-4.163623722,-0.20894533,-1.428378544,3.456370692,3.254325627,3.505257449,4.159151731,4.611307631,0.027656105,-1.367544303,3.808710272,3.590156364,3.623574659,4.119238777,0
Lovina,3.926342765,-0.159068452,0.186585124,4.266537445,4.611399114,4.691673939,4.301920128,3.879238919,-0.345632057,0.303904263,5.376568151,4.888184462,5.123922304,4.397298952,0.235300229,-0.532190984,-0.023136825,5.090309452,5.178774601,4.285307275,4.185220307,3.177321786,-0.638567745,0.011359765,4.775548624,3.995881805,4.328096546,4.73615316,-2.032240842,-0.61471199,-0.039617633,5.083736772,4.893374708,4.587793073,4.663954417,-10.34127974,-0.541640025,-0.114742711,4.383935633,4.886362671,4.671887174,5.398144341,0.210006923,-0.529649435,-0.084714295,4.416056641,4.853671566,4.396368084,4.852030491,0
Lucia,0.485386416,0.133559228,-0.370435689,3.203874998,3.399063433,3.239369573,3.658719652,5.219635953,0.620870896,-0.17965344,3.798168871,2.752499027,3.30808391,2.637226327,4.715542003,-0.022021438,-0.209304557,2.681328368,1.946228677,2.945220189,2.507782779,4.122144705,-0.310904162,-0.147294151,1.808284046,1.799281669,2.739313881,3.02096173,0.991838355,0.091786826,0.089821191,3.282391438,2.020987378,2.643551163,2.656711582,8.538403721,0.251873291,0.495379635,2.343309138,2.839544395,2.725054953,2.759263332,4.61273519,0.17333614,0.548684896,3.006751567,2.44191704,2.579599517,2.422684128,0
Lucie,9.650952119,-0.440832644,2.246413084,3.996215753,3.662206694,4.013689003,3.858572758,9.624338017,0.248966873,2.341406745,4.152181746,4.010999455,4.387796133,3.589090115,10.58897224,-0.507090448,3.012911542,4.273583648,4.176595126,4.486686856,4.351825905,10.08132649,-0.093239376,3.398754048,4.406127541,3.729970692,4.099689656,4.415347674,11.24380792,0.143396652,3.594470435,4.32273721,4.602312271,4.638037974,4.548948249,1.162492993,-0.16784805,3.718334382,4.103484193,4.742913964,4.396137621,5.260369934,17.12957334,0.008499192,3.589471566,4.417837378,4.459025112,4.205703794,4.391036685,0
Lucile,5.565651537,0.411465004,0.644299772,2.808271178,2.457446062,2.053389781,1.827622691,11.29616117,0.811782316,0.547805571,1.918524391,1.587102154,1.66473213,1.514723498,14.45223651,0.689392817,0.983591068,1.599353115,2.413468404,2.057963619,1.745993792,2.856272079,0.132092841,0.902229756,2.321542526,1.723992573,1.853801073,2.378184579,8.908688628,0.541307877,0.725932622,2.001979356,1.467606084,2.046368098,1.748411152,16.49587929,0.197902086,0.676464555,3.348628868,2.40325298,2.235534294,1.945266483,13.49159632,-0.026382289,0.689072233,2.334909888,1.794956511,1.712150464,2.145143813,0
Lucille,5.386612639,-0.666390508,1.40171344,3.316923653,3.069621556,3.666738659,3.505165553,9.231239536,-0.845797803,1.355032482,2.660197951,3.024446617,2.886068956,3.448239431,11.68132034,-0.425550343,1.830498043,3.045294751,3.369113941,3.263176426,2.902560181,8.825634609,-0.296537941,1.787268668,2.466189789,2.614900566,2.791213332,2.930406088,10.30274964,-0.157967378,1.844773813,2.403769993,2.790500562,2.708789775,3.349828284,20.11256456,-0.201172966,1.953845926,3.086131684,2.824304444,3.000395175,3.136191259,26.83103087,-0.582049693,1.935984557,1.874514693,3.268949801,1.926144305,2.111483785,0
Lucinda,6.965166798,-0.210272087,0.450392921,3.206345014,2.828563921,3.267508425,3.249533055,10.04214435,-0.034282195,0.682604494,3.291844171,3.012366332,2.873979677,2.594986836,5.921269403,0.224176883,0.396715514,2.195995432,2.57410399,2.544397499,2.320696874,8.218550944,0.395255357,0.84142233,2.25041636,3.130202792,2.853889682,2.002171158,2.613324961,0.069949813,0.864982831,2.310600706,1.789220919,1.66500837,1.865745839,18.64578112,0.417857889,0.833632271,1.449445813,1.763811936,1.659499375,1.75583451,18.64999996,0.05506244,0.850373047,2.074980266,1.788280404,3.401095857,3.622201411,0
Lucretia,-4.50061673,0.040821749,1.282174141,3.11874416,3.48504072,3.24898644,3.34946919,1.42134801,-0.66090847,1.441665625,2.876787287,3.377440358,2.539288229,2.444998949,-0.064243559,-0.210685476,1.601576553,2.266106491,2.148643017,2.358432971,2.418226799,1.071765073,-0.455764619,1.310358579,2.272120922,2.206002707,2.34248626,1.905761883,3.886092545,0.001068793,1.406993461,2.208945327,2.437119455,2.006081242,2.864531852,5.068843406,-0.127929176,1.653842526,2.730120444,2.80191923,2.300270002,1.8865383,11.39838746,-0.011540155,1.729281768,2.292801684,1.863663288,1.702273123,1.51498259,0
Lucy,8.068416078,-0.060998907,-0.571007068,2.35968234,2.830722918,2.256284113,2.492141747,5.888022079,0.319937362,-0.430734807,2.607296032,2.428129332,2.792112727,2.970406112,8.149439476,-0.036232546,-0.483802638,2.185410247,1.569515327,1.644424139,1.788841739,7.733101922,-0.088766277,-0.159098344,2.246810018,0.849505473,1.329419009,1.366246315,12.90670172,-0.050323726,0.241142551,1.661121344,0.868960692,1.736064561,1.375628766,8.658777728,-0.302813597,0.272655746,1.558896591,1.252098115,1.456183979,1.81001328,27.34050531,0.229188222,0.103639791,1.676388966,1.486239728,2.183513925,2.122683469,0
Ludie,9.75245773,-0.223588292,0.192200646,3.481261778,3.201299147,2.722159435,2.81346824,9.295557069,0.002017274,0.166742337,1.828296001,1.47047866,1.65992232,2.092756315,10.18728949,0.194705522,0.3686213,2.599622687,2.26286387,2.631633542,2.017459472,4.392370814,0.097493087,0.371219211,3.088699693,2.961304643,3.340680974,2.977037582,7.351438393,0.377262855,0.428836446,2.184258622,1.151972864,2.268031554,1.646072008,18.94375309,0.481416065,0.462032811,2.514174602,1.118108717,1.678665785,1.598757299,25.52540048,0.171739157,0.439623832,2.466400391,2.517251343,1.555353893,1.716817827,0
Lue,-1.98540794,-0.131978489,1.366853017,3.944973628,3.843888188,3.668846354,4.224628333,1.5949213,0.364391968,1.325113975,3.829533663,3.480312206,3.283206722,3.522567077,1.861610448,0.095250451,1.230971334,3.771341936,3.348981212,3.331658751,3.410441133,-1.013570306,-0.547789837,1.470403813,4.16384941,4.696873061,4.407963854,3.527128829,-5.050278097,-0.131440882,1.201506196,3.560018979,3.717156863,4.041538881,3.656773796,0.952005661,-0.52683508,0.982251699,3.296444192,3.750076077,3.053427431,3.300941776,3.3615755,0.053966016,1.252494713,4.243828885,3.724431572,2.988977899,2.919737982,0
Luella,1.493442631,-1.02802628,0.581839118,3.02141719,2.568443164,2.50350317,2.151026878,1.195339727,0.410504385,0.556956274,2.55706365,2.335684304,2.769480709,2.792368157,3.135297905,0.173092873,0.39549069,2.621683989,2.058555377,2.786542879,1.89874051,-0.130779703,-0.153886733,0.61195386,2.059080217,2.020566028,1.510544275,1.723432802,0.438092276,-0.352518864,0.275984442,1.924100922,2.208103728,2.953493374,2.078028893,0.231539684,-0.146516991,0.066838489,2.343106168,1.714959336,2.451072404,2.544724285,9.649587992,0.021458617,0.115073689,2.546569831,1.920249992,1.522469481,0.841482894,0
Lugenia,-4.042661547,0.665782047,-0.77153074,3.867360391,4.099484821,3.855459228,3.640102127,-4.217737201,0.857242122,-0.697355699,4.113991618,4.563561403,4.314959431,4.114776142,4.223312528,-0.027241856,-0.703688923,3.764302199,3.590073198,4.098506077,3.929127353,0.20155081,0.295661957,-0.945427407,3.224786974,3.643737802,4.035093321,3.665308776,-1.259255186,0.19599122,-0.793349343,3.637060651,3.760500704,3.786308161,3.504642177,-12.12186657,0.193808409,-0.670534237,3.822650523,4.385865294,4.851548696,4.233744129,-8.184695046,-0.042244341,-0.665508047,4.298899549,4.385207564,3.703552826,2.677028261,0
